chart_week,current_week,title,performer,last_week,peak_pos,wks_on_chart
2025-06-07,23,20 Cigarettes,Morgan Wallen,20,20,2
2025-06-07,24,Blue Strips,Jessie Murph,26,15,7
2025-06-07,25,Sports Car,Tate McRae,39,16,18
2025-06-07,26,Worst Way,Riley Green,35,26,20
2025-06-07,27,Messy,Lola Young,27,14,26
2025-06-07,28,Timeless,The Weeknd & Playboi Carti,30,3,35
2025-06-07,29,Undressed,sombr,49,29,8
2025-06-07,30,Sorry I'm Here For Someone Else,Benson Boone,38,30,13
2025-06-07,31,30 For 30,SZA With Kendrick Lamar,33,10,23
2025-06-07,32,Bloodline,Alex Warren With Jelly Roll,0,32,1
2025-06-07,33,That's So True,Gracie Abrams,36,6,32
2025-06-07,34,Weren't For The Wind,Ella Langley,44,34,17
2025-06-07,35,Burning Blue,Mariah The Scientist,37,25,4
2025-06-07,36,Back To Friends,sombr,62,36,9
2025-06-07,37,Love Me Not,Ravyn Lenae,59,37,9
2025-06-07,38,TV Off,Kendrick Lamar Featuring Lefty Gunplay,47,2,27
2025-06-07,39,No One Noticed,The Marias,43,22,35
2025-06-07,40,Am I Okay?,Megan Moroney,56,39,38
2025-06-07,41,Abracadabra,Lady Gaga,53,13,17
2025-06-07,42,Mystical Magical,Benson Boone,57,40,5
2025-06-07,43,Squabble Up,Kendrick Lamar,55,1,27
2025-06-07,44,Wildflower,Billie Eilish,58,17,50
2025-06-07,45,Eyes Are Closed,Morgan Wallen,22,22,2
2025-06-07,46,Good News,Shaboozey,64,34,27
2025-06-07,47,Cry For Me,The Weeknd,61,12,17
2025-06-07,48,TN,Morgan Wallen,31,31,2
2025-06-07,49,Dark Til Daylight,Morgan Wallen,50,49,2
2025-06-07,50,Kick Myself,Morgan Wallen,21,21,2
2025-06-07,51,I'm A Little Crazy,Morgan Wallen,40,17,10
2025-06-07,52,Backup Plan,Bailey Zimmerman & Luke Combs,68,36,4
2025-06-07,53,Where'd That Girl Go,Morgan Wallen,32,32,2
2025-06-07,54,"Skoal, Chevy, And Browning",Morgan Wallen,29,29,2
2025-06-07,55,Falling Apart,Morgan Wallen,25,25,2
2025-06-07,56,Dark Thoughts,Lil Tecca,67,28,11
2025-06-07,57,Kiss Her In Front Of You,Morgan Wallen,34,34,2
2025-06-07,58,If You Were Mine,Morgan Wallen,41,41,2
2025-06-07,59,Happen To Me,Russell Dickerson,75,55,6
2025-06-07,60,Party 4 U,Charli xcx,71,55,6
2025-06-07,61,Azizam,Ed Sheeran,74,28,8
2025-06-07,62,Cliche,mgk,0,62,1
2025-06-07,63,Somebody Loves Me,PARTYNEXTDOOR & Drake,77,30,15
2025-06-07,64,After All The Bars Are Closed,Thomas Rhett,81,62,5
2025-06-07,65,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",91,65,2
2025-06-07,66,Indigo,Sam Barber Featuring Avery Anna,78,40,25
2025-06-07,67,Missing,Morgan Wallen,42,42,2
2025-06-07,68,Don't We,Morgan Wallen,48,48,2
2025-06-07,69,Your Way's Better,Forrest Frank,76,61,6
2025-06-07,70,Peekaboo,Kendrick Lamar Featuring AzChike,87,13,27
2025-06-07,71,Genesis,Morgan Wallen,46,46,2
2025-06-07,72,Jack And Jill,Morgan Wallen,60,60,2
2025-06-07,73,Marlboro Rojo,Fuerza Regida,85,73,3
2025-06-07,74,Latina Foreva,Karol G,0,74,1
2025-06-07,75,Whim Whamiee,PLUTO & YKNIECE,99,75,6
2025-06-07,76,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,80,40,15
2025-06-07,77,Whiskey Drink,Jason Aldean,93,77,7
2025-06-07,78,Miami,Morgan Wallen,65,65,2
2025-06-07,79,Me Jalo,Fuerza Regida & Grupo Frontera,89,48,15
2025-06-07,80,Revelation,Morgan Wallen,54,54,2
2025-06-07,81,Amen,Shaboozey & Jelly Roll,82,64,5
2025-06-07,82,House Again,Hudson Westbrook,86,72,6
2025-06-07,83,Backseat Driver,Kane Brown,92,67,12
2025-06-07,84,Interlude,Morgan Wallen,51,51,2
2025-06-07,85,Number 3 And Number 7,Morgan Wallen Featuring Eric Church,52,52,2
2025-06-07,86,EOO,Bad Bunny,95,24,19
2025-06-07,87,Twilight Zone,Ariana Grande,96,18,9
2025-06-07,88,Somewhere Over Laredo,Lainey Wilson,0,88,1
2025-06-07,89,Leavin's The Least I Could Do,Morgan Wallen,70,70,2
2025-06-07,90,Come Back As A Redneck,Morgan Wallen Featuring HARDY,63,63,2
2025-06-07,91,Rather Lie,Playboi Carti & The Weeknd,98,4,11
2025-06-07,92,Fix What You Didn't Break,Nate Smith,0,64,9
2025-06-07,93,The Dealer,Morgan Wallen Featuring ERNEST,69,69,2
2025-06-07,94,Drinking Til It Does,Morgan Wallen,72,72,2
2025-06-07,95,Por Esos Ojos,Fuerza Regida,100,64,10
2025-06-07,96,The Largest,BigXthaPlug,0,71,18
2025-06-07,97,Busy Woman,Sabrina Carpenter,0,27,14
2025-06-07,98,Revolving Door,Tate McRae,97,22,14
2025-06-07,99,LA Night,Morgan Wallen,79,79,2
2025-06-07,100,Feel It,d4vd,0,75,11
2025-06-14,1,Ordinary,Alex Warren,1,1,17
2025-06-14,2,What I Want,Morgan Wallen Featuring Tate McRae,2,1,3
2025-06-14,3,Just In Case,Morgan Wallen,3,2,11
2025-06-14,4,Luther,Kendrick Lamar & SZA,5,1,28
2025-06-14,5,I'm The Problem,Morgan Wallen,4,2,18
2025-06-14,6,A Bar Song (Tipsy),Shaboozey,6,1,60
2025-06-14,7,Die With A Smile,Lady Gaga & Bruno Mars,7,1,42
2025-06-14,8,Lose Control,Teddy Swims,8,1,94
2025-06-14,9,Beautiful Things,Benson Boone,10,2,71
2025-06-14,10,Nokia,Drake,9,2,16
2025-06-14,11,Anxiety,Doechii,11,9,13
2025-06-14,12,Pink Pony Club,Chappell Roan,12,4,51
2025-06-14,13,Birds Of A Feather,Billie Eilish,13,2,55
2025-06-14,14,Mutt,Leon Thomas,18,13,18
2025-06-14,15,I Had Some Help,Post Malone Featuring Morgan Wallen,16,1,56
2025-06-14,16,Blue Strips,Jessie Murph,24,15,8
2025-06-14,17,I Got Better,Morgan Wallen,15,7,3
2025-06-14,18,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,9
2025-06-14,19,Love Somebody,Morgan Wallen,14,1,33
2025-06-14,20,Espresso,Sabrina Carpenter,21,3,60
2025-06-14,21,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,17,8,7
2025-06-14,22,Sports Car,Tate McRae,25,16,19
2025-06-14,23,Worst Way,Riley Green,26,23,21
2025-06-14,24,APT.,ROSE & Bruno Mars,22,3,33
2025-06-14,25,Undressed,sombr,29,25,9
2025-06-14,26,Superman,Morgan Wallen,20,8,4
2025-06-14,27,20 Cigarettes,Morgan Wallen,23,20,3
2025-06-14,28,30 For 30,SZA With Kendrick Lamar,31,10,24
2025-06-14,29,Messy,Lola Young,27,14,27
2025-06-14,30,Weren't For The Wind,Ella Langley,34,30,18
2025-06-14,31,Timeless,The Weeknd & Playboi Carti,28,3,36
2025-06-14,32,Sorry I'm Here For Someone Else,Benson Boone,30,30,14
2025-06-14,33,Just Keep Watching,Tate McRae,0,33,1
2025-06-14,34,Am I Okay?,Megan Moroney,40,34,39
2025-06-14,35,Mystical Magical,Benson Boone,42,35,6
2025-06-14,36,Love Me Not,Ravyn Lenae,37,36,10
2025-06-14,37,That's So True,Gracie Abrams,33,6,33
2025-06-14,38,Back To Friends,sombr,36,36,10
2025-06-14,39,No One Noticed,The Marias,39,22,36
2025-06-14,40,TV Off,Kendrick Lamar Featuring Lefty Gunplay,38,2,28
2025-06-14,41,Burning Blue,Mariah The Scientist,35,25,5
2025-06-14,42,Abracadabra,Lady Gaga,41,13,18
2025-06-14,43,TN,Morgan Wallen,48,31,3
2025-06-14,44,Good News,Shaboozey,46,34,28
2025-06-14,45,Bloodline,Alex Warren With Jelly Roll,32,32,2
2025-06-14,46,Cry For Me,The Weeknd,47,12,18
2025-06-14,47,Squabble Up,Kendrick Lamar,43,1,28
2025-06-14,48,Wildflower,Billie Eilish,44,17,51
2025-06-14,49,Dark Til Daylight,Morgan Wallen,49,49,3
2025-06-14,50,OWA OWA,Lil Tecca,0,50,1
2025-06-14,51,Whim Whamiee,PLUTO & YKNIECE,75,51,7
2025-06-14,52,Backup Plan,Bailey Zimmerman & Luke Combs,52,36,5
2025-06-14,53,Dark Thoughts,Lil Tecca,56,28,12
2025-06-14,54,Happen To Me,Russell Dickerson,59,54,7
2025-06-14,55,Eyes Are Closed,Morgan Wallen,45,22,3
2025-06-14,56,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",65,56,3
2025-06-14,57,I'm A Little Crazy,Morgan Wallen,51,17,11
2025-06-14,58,Kick Myself,Morgan Wallen,50,21,3
2025-06-14,59,Somebody Loves Me,PARTYNEXTDOOR & Drake,63,30,16
2025-06-14,60,After All The Bars Are Closed,Thomas Rhett,64,60,6
2025-06-14,61,Azizam,Ed Sheeran,61,28,9
2025-06-14,62,Party 4 U,Charli xcx,60,55,7
2025-06-14,63,Your Way's Better,Forrest Frank,69,61,7
2025-06-14,64,Where'd That Girl Go,Morgan Wallen,53,32,3
2025-06-14,65,Indigo,Sam Barber Featuring Avery Anna,66,40,26
2025-06-14,66,"Skoal, Chevy, And Browning",Morgan Wallen,54,29,3
2025-06-14,67,Peekaboo,Kendrick Lamar Featuring AzChike,70,13,28
2025-06-14,68,Falling Apart,Morgan Wallen,55,25,3
2025-06-14,69,If You Were Mine,Morgan Wallen,58,41,3
2025-06-14,70,Kiss Her In Front Of You,Morgan Wallen,57,34,3
2025-06-14,71,Marlboro Rojo,Fuerza Regida,73,71,4
2025-06-14,72,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,76,40,16
2025-06-14,73,Backseat Driver,Kane Brown,83,67,13
2025-06-14,74,Missing,Morgan Wallen,67,42,3
2025-06-14,75,Amen,Shaboozey & Jelly Roll,81,64,6
2025-06-14,76,Me Jalo,Fuerza Regida & Grupo Frontera,79,48,16
2025-06-14,77,Don't We,Morgan Wallen,68,48,3
2025-06-14,78,Cliche,mgk,62,62,2
2025-06-14,79,House Again,Hudson Westbrook,82,72,7
2025-06-14,80,Genesis,Morgan Wallen,71,46,3
2025-06-14,81,Tu Sancho,Fuerza Regida,0,81,1
2025-06-14,82,Easy Lover,Miley Cyrus,0,82,1
2025-06-14,83,Rather Lie,Playboi Carti & The Weeknd,91,4,12
2025-06-14,84,EOO,Bad Bunny,86,24,20
2025-06-14,85,Jack And Jill,Morgan Wallen,72,60,3
2025-06-14,86,Miami,Morgan Wallen,78,65,3
2025-06-14,87,Twilight Zone,Ariana Grande,87,18,10
2025-06-14,88,Thought It Was Love,Ty Myers,0,79,3
2025-06-14,89,Whiskey Drink,Jason Aldean,77,77,8
2025-06-14,90,Fix What You Didn't Break,Nate Smith,92,64,10
2025-06-14,91,Busy Woman,Sabrina Carpenter,97,27,15
2025-06-14,92,Latina Foreva,Karol G,74,74,2
2025-06-14,93,Por Esos Ojos,Fuerza Regida,95,64,11
2025-06-14,94,Fame Is A Gun,Addison Rae,0,94,1
2025-06-14,95,Revelation,Morgan Wallen,80,54,3
2025-06-14,96,The Largest,BigXthaPlug,96,71,19
2025-06-14,97,Number 3 And Number 7,Morgan Wallen Featuring Eric Church,85,52,3
2025-06-14,98,Better Me For You (Brown Eyes),Max McNown,0,98,1
2025-06-14,99,Interlude,Morgan Wallen,84,51,3
2025-06-14,100,Nice To Meet You,Myles Smith,0,100,1
2025-06-21,1,Manchild,Sabrina Carpenter,0,1,1
2025-06-21,2,Ordinary,Alex Warren,1,1,18
2025-06-21,3,What I Want,Morgan Wallen Featuring Tate McRae,2,1,4
2025-06-21,4,Just In Case,Morgan Wallen,3,2,12
2025-06-21,5,Luther,Kendrick Lamar & SZA,4,1,29
2025-06-21,6,I'm The Problem,Morgan Wallen,5,2,19
2025-06-21,7,A Bar Song (Tipsy),Shaboozey,6,1,61
2025-06-21,8,Die With A Smile,Lady Gaga & Bruno Mars,7,1,43
2025-06-21,9,Lose Control,Teddy Swims,8,1,95
2025-06-21,10,Beautiful Things,Benson Boone,9,2,72
2025-06-21,11,Pink Pony Club,Chappell Roan,12,4,52
2025-06-21,12,Nokia,Drake,10,2,17
2025-06-21,13,Anxiety,Doechii,11,9,14
2025-06-21,14,Mutt,Leon Thomas,14,13,19
2025-06-21,15,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,57
2025-06-21,16,Birds Of A Feather,Billie Eilish,13,2,56
2025-06-21,17,Espresso,Sabrina Carpenter,20,3,61
2025-06-21,18,Blue Strips,Jessie Murph,16,15,9
2025-06-21,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,18,4,10
2025-06-21,20,Worst Way,Riley Green,23,20,22
2025-06-21,21,I Got Better,Morgan Wallen,17,7,4
2025-06-21,22,Love Somebody,Morgan Wallen,19,1,34
2025-06-21,23,Love Me Not,Ravyn Lenae,36,23,11
2025-06-21,24,APT.,ROSE & Bruno Mars,24,3,34
2025-06-21,25,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,21,8,8
2025-06-21,26,30 For 30,SZA With Kendrick Lamar,28,10,25
2025-06-21,27,Sports Car,Tate McRae,22,16,20
2025-06-21,28,Weren't For The Wind,Ella Langley,30,28,19
2025-06-21,29,20 Cigarettes,Morgan Wallen,27,20,4
2025-06-21,30,Mystical Magical,Benson Boone,35,30,7
2025-06-21,31,Sorry I'm Here For Someone Else,Benson Boone,32,30,15
2025-06-21,32,Back To Friends,sombr,38,32,11
2025-06-21,33,Timeless,The Weeknd & Playboi Carti,31,3,37
2025-06-21,34,Undressed,sombr,25,25,10
2025-06-21,35,That's So True,Gracie Abrams,37,6,34
2025-06-21,36,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,0,36,1
2025-06-21,37,Messy,Lola Young,29,14,28
2025-06-21,38,Superman,Morgan Wallen,26,8,5
2025-06-21,39,Good News,Shaboozey,44,34,29
2025-06-21,40,Burning Blue,Mariah The Scientist,41,25,6
2025-06-21,41,Abracadabra,Lady Gaga,42,13,19
2025-06-21,42,Typa,GloRilla,0,42,1
2025-06-21,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,40,2,29
2025-06-21,44,Wildflower,Billie Eilish,48,17,52
2025-06-21,45,Am I Okay?,Megan Moroney,34,34,40
2025-06-21,46,Cry For Me,The Weeknd,46,12,19
2025-06-21,47,No One Noticed,The Marias,39,22,37
2025-06-21,48,Backup Plan,Bailey Zimmerman & Luke Combs,52,36,6
2025-06-21,49,Happen To Me,Russell Dickerson,54,49,8
2025-06-21,50,Squabble Up,Kendrick Lamar,47,1,29
2025-06-21,51,Just Keep Watching,Tate McRae,33,33,2
2025-06-21,52,TN,Morgan Wallen,43,31,4
2025-06-21,53,Bloodline,Alex Warren With Jelly Roll,45,32,3
2025-06-21,54,Sharks,"Lil Wayne, Jelly Roll & Big Sean",0,54,1
2025-06-21,55,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",56,55,4
2025-06-21,56,Touch Me Like A Gangster,Jessie Murph,0,56,1
2025-06-21,57,Somebody Loves Me,PARTYNEXTDOOR & Drake,59,30,17
2025-06-21,58,After All The Bars Are Closed,Thomas Rhett,60,58,7
2025-06-21,59,Azizam,Ed Sheeran,61,28,10
2025-06-21,60,Dark Til Daylight,Morgan Wallen,49,49,4
2025-06-21,61,Banned From NO,Lil Wayne,0,61,1
2025-06-21,62,Welcome To Tha Carter,Lil Wayne,0,62,1
2025-06-21,63,Dark Thoughts,Lil Tecca,53,28,13
2025-06-21,64,Party 4 U,Charli xcx,62,55,8
2025-06-21,65,Bells,Lil Wayne,0,65,1
2025-06-21,66,Whim Whamiee,PLUTO & YKNIECE,51,51,8
2025-06-21,67,Indigo,Sam Barber Featuring Avery Anna,65,40,27
2025-06-21,68,Your Way's Better,Forrest Frank,63,61,8
2025-06-21,69,OWA OWA,Lil Tecca,50,50,2
2025-06-21,70,I'm A Little Crazy,Morgan Wallen,57,17,12
2025-06-21,71,Eyes Are Closed,Morgan Wallen,55,22,4
2025-06-21,72,Peekaboo,Kendrick Lamar Featuring AzChike,67,13,29
2025-06-21,73,Fame Is A Gun,Addison Rae,94,73,2
2025-06-21,74,Sapphire,Ed Sheeran,0,74,1
2025-06-21,75,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,72,40,17
2025-06-21,76,Backseat Driver,Kane Brown,73,67,14
2025-06-21,77,Marlboro Rojo,Fuerza Regida,71,71,5
2025-06-21,78,House Again,Hudson Westbrook,79,72,8
2025-06-21,79,Where'd That Girl Go,Morgan Wallen,64,32,4
2025-06-21,80,Rather Lie,Playboi Carti & The Weeknd,83,4,13
2025-06-21,81,Amen,Shaboozey & Jelly Roll,75,64,7
2025-06-21,82,Thought It Was Love,Ty Myers,88,79,4
2025-06-21,83,Tu Sancho,Fuerza Regida,81,81,2
2025-06-21,84,Kick Myself,Morgan Wallen,58,21,4
2025-06-21,85,"Skoal, Chevy, And Browning",Morgan Wallen,66,29,4
2025-06-21,86,Me Jalo,Fuerza Regida & Grupo Frontera,76,48,17
2025-06-21,87,Falling Apart,Morgan Wallen,68,25,4
2025-06-21,88,Fix What You Didn't Break,Nate Smith,90,64,11
2025-06-21,89,If You Were Mine,Morgan Wallen,69,41,4
2025-06-21,90,Gnarly,KATSEYE,0,90,2
2025-06-21,91,Kiss Her In Front Of You,Morgan Wallen,70,34,4
2025-06-21,92,EOO,Bad Bunny,84,24,21
2025-06-21,93,Cotton Candy,Lil Wayne & 2 Chainz,0,93,1
2025-06-21,94,Cliche,mgk,78,62,3
2025-06-21,95,Type Dangerous,Mariah Carey,0,95,1
2025-06-21,96,Missing,Morgan Wallen,74,42,4
2025-06-21,97,King Carter,Lil Wayne,0,97,1
2025-06-21,98,Busy Woman,Sabrina Carpenter,91,27,16
2025-06-21,99,Nice To Meet You,Myles Smith,100,99,2
2025-06-21,100,Por Esos Ojos,Fuerza Regida,93,64,12
2025-06-28,1,Ordinary,Alex Warren,2,1,19
2025-06-28,2,Manchild,Sabrina Carpenter,1,1,2
2025-06-28,3,What I Want,Morgan Wallen Featuring Tate McRae,3,1,5
2025-06-28,4,Just In Case,Morgan Wallen,4,2,13
2025-06-28,5,Luther,Kendrick Lamar & SZA,5,1,30
2025-06-28,6,I'm The Problem,Morgan Wallen,6,2,20
2025-06-28,7,A Bar Song (Tipsy),Shaboozey,7,1,62
2025-06-28,8,Die With A Smile,Lady Gaga & Bruno Mars,8,1,44
2025-06-28,9,Lose Control,Teddy Swims,9,1,96
2025-06-28,10,Beautiful Things,Benson Boone,10,2,73
2025-06-28,11,Pink Pony Club,Chappell Roan,11,4,53
2025-06-28,12,Mutt,Leon Thomas,14,12,20
2025-06-28,13,I Had Some Help,Post Malone Featuring Morgan Wallen,15,1,58
2025-06-28,14,Nokia,Drake,12,2,18
2025-06-28,15,Birds Of A Feather,Billie Eilish,16,2,57
2025-06-28,16,Espresso,Sabrina Carpenter,17,3,62
2025-06-28,17,Love Me Not,Ravyn Lenae,23,17,12
2025-06-28,18,Anxiety,Doechii,13,9,15
2025-06-28,19,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,11
2025-06-28,20,Blue Strips,Jessie Murph,18,15,10
2025-06-28,21,Worst Way,Riley Green,20,20,23
2025-06-28,22,Love Somebody,Morgan Wallen,22,1,35
2025-06-28,23,Weren't For The Wind,Ella Langley,28,23,20
2025-06-28,24,30 For 30,SZA With Kendrick Lamar,26,10,26
2025-06-28,25,APT.,ROSE & Bruno Mars,24,3,35
2025-06-28,26,I Got Better,Morgan Wallen,21,7,5
2025-06-28,27,Sorry I'm Here For Someone Else,Benson Boone,31,27,16
2025-06-28,28,Mystical Magical,Benson Boone,30,28,8
2025-06-28,29,Undressed,sombr,34,25,11
2025-06-28,30,Good News,Shaboozey,39,30,30
2025-06-28,31,Back To Friends,sombr,32,31,12
2025-06-28,32,20 Cigarettes,Morgan Wallen,29,20,5
2025-06-28,33,Sports Car,Tate McRae,27,16,21
2025-06-28,34,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,25,8,9
2025-06-28,35,That's So True,Gracie Abrams,35,6,35
2025-06-28,36,Timeless,The Weeknd & Playboi Carti,33,3,38
2025-06-28,37,Burning Blue,Mariah The Scientist,40,25,7
2025-06-28,38,Dark Thoughts,Lil Tecca,63,28,14
2025-06-28,39,Messy,Lola Young,37,14,29
2025-06-28,40,Killin' It Girl,j-hope & GloRilla,0,40,1
2025-06-28,41,Superman,Morgan Wallen,38,8,6
2025-06-28,42,Abracadabra,Lady Gaga,41,13,20
2025-06-28,43,TV Off,Kendrick Lamar Featuring Lefty Gunplay,43,2,30
2025-06-28,44,Wildflower,Billie Eilish,44,17,53
2025-06-28,45,Backup Plan,Bailey Zimmerman & Luke Combs,48,36,7
2025-06-28,46,No One Noticed,The Marias,47,22,38
2025-06-28,47,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",55,47,5
2025-06-28,48,Cry For Me,The Weeknd,46,12,20
2025-06-28,49,Squabble Up,Kendrick Lamar,50,1,30
2025-06-28,50,Happen To Me,Russell Dickerson,49,49,9
2025-06-28,51,OWA OWA,Lil Tecca,69,50,3
2025-06-28,52,Hard Fought Hallelujah,Brandon Lake X Jelly Roll,75,40,18
2025-06-28,53,After All The Bars Are Closed,Thomas Rhett,58,53,8
2025-06-28,54,Somebody Loves Me,PARTYNEXTDOOR & Drake,57,30,18
2025-06-28,55,Bloodline,Alex Warren With Jelly Roll,53,32,4
2025-06-28,56,Typa,GloRilla,42,42,2
2025-06-28,57,Azizam,Ed Sheeran,59,28,11
2025-06-28,58,TN,Morgan Wallen,52,31,5
2025-06-28,59,Just Keep Watching,Tate McRae,51,33,3
2025-06-28,60,Backseat Driver,Kane Brown,76,60,15
2025-06-28,61,Indigo,Sam Barber Featuring Avery Anna,67,40,28
2025-06-28,62,Party 4 U,Charli xcx,64,55,9
2025-06-28,63,Whim Whamiee,PLUTO & YKNIECE,66,51,9
2025-06-28,64,Amen,Shaboozey & Jelly Roll,81,64,8
2025-06-28,65,Your Way's Better,Forrest Frank,68,61,9
2025-06-28,66,Dark Til Daylight,Morgan Wallen,60,49,5
2025-06-28,67,I'm A Little Crazy,Morgan Wallen,70,17,13
2025-06-28,68,Peekaboo,Kendrick Lamar Featuring AzChike,72,13,30
2025-06-28,69,Lemon Drop,ATEEZ,0,69,1
2025-06-28,70,Won't Stop,Gunna,0,70,1
2025-06-28,71,Touch Me Like A Gangster,Jessie Murph,56,56,2
2025-06-28,72,Marlboro Rojo,Fuerza Regida,77,71,6
2025-06-28,73,Tu Sancho,Fuerza Regida,83,73,3
2025-06-28,74,Rather Lie,Playboi Carti & The Weeknd,80,4,14
2025-06-28,75,House Again,Hudson Westbrook,78,72,9
2025-06-28,76,Folded,Kehlani,0,76,1
2025-06-28,77,Fix What You Didn't Break,Nate Smith,88,64,12
2025-06-28,78,Half The Plot,Lil Tecca,0,78,1
2025-06-28,79,Eyes Are Closed,Morgan Wallen,71,22,5
2025-06-28,80,Me Jalo,Fuerza Regida & Grupo Frontera,86,48,18
2025-06-28,81,EOO,Bad Bunny,92,24,22
2025-06-28,82,Thought It Was Love,Ty Myers,82,79,5
2025-06-28,83,Sapphire,Ed Sheeran,74,74,2
2025-06-28,84,Where'd That Girl Go,Morgan Wallen,79,32,5
2025-06-28,85,Nice To Meet You,Myles Smith,99,85,3
2025-06-28,86,Kick Myself,Morgan Wallen,84,21,5
2025-06-28,87,Kiss Her In Front Of You,Morgan Wallen,91,34,5
2025-06-28,88,Twilight Zone,Ariana Grande,0,18,11
2025-06-28,89,Holy Blindfold,Chris Brown,0,89,1
2025-06-28,90,"Skoal, Chevy, And Browning",Morgan Wallen,85,29,5
2025-06-28,91,Hip-Hop,Lil Wayne & BigXthaPlug Featuring Jay Jones,36,36,2
2025-06-28,92,Por Esos Ojos,Fuerza Regida,100,64,13
2025-06-28,93,Sparks,Coldplay,0,93,1
2025-06-28,94,If You Were Mine,Morgan Wallen,89,41,5
2025-06-28,95,Fame Is A Gun,Addison Rae,73,73,3
2025-06-28,96,Better Me For You (Brown Eyes),Max McNown,0,96,2
2025-06-28,97,Single Again,Josh Ross,0,97,1
2025-06-28,98,Gnarly,KATSEYE,90,90,3
2025-06-28,99,Cliche,mgk,94,62,4
2025-06-28,100,Falling Apart,Morgan Wallen,87,25,5
2025-07-05,1,Ordinary,Alex Warren,1,1,20
2025-07-05,2,What I Want,Morgan Wallen Featuring Tate McRae,3,1,6
2025-07-05,3,Manchild,Sabrina Carpenter,2,1,3
2025-07-05,4,Just In Case,Morgan Wallen,4,2,14
2025-07-05,5,I'm The Problem,Morgan Wallen,6,2,21
2025-07-05,6,Luther,Kendrick Lamar & SZA,5,1,31
2025-07-05,7,A Bar Song (Tipsy),Shaboozey,7,1,63
2025-07-05,8,Die With A Smile,Lady Gaga & Bruno Mars,8,1,45
2025-07-05,9,Lose Control,Teddy Swims,9,1,97
2025-07-05,10,Outside,Cardi B,0,10,1
2025-07-05,11,Pink Pony Club,Chappell Roan,11,4,54
2025-07-05,12,Beautiful Things,Benson Boone,10,2,74
2025-07-05,13,I Had Some Help,Post Malone Featuring Morgan Wallen,13,1,59
2025-07-05,14,Love Me Not,Ravyn Lenae,17,14,13
2025-07-05,15,Mutt,Leon Thomas,12,12,21
2025-07-05,16,Nokia,Drake,14,2,19
2025-07-05,17,Birds Of A Feather,Billie Eilish,15,2,58
2025-07-05,18,Espresso,Sabrina Carpenter,16,3,63
2025-07-05,19,Sorry I'm Here For Someone Else,Benson Boone,27,19,17
2025-07-05,20,I Got Better,Morgan Wallen,26,7,6
2025-07-05,21,Mystical Magical,Benson Boone,28,21,9
2025-07-05,22,Worst Way,Riley Green,21,20,24
2025-07-05,23,All The Way,BigXthaPlug Featuring Bailey Zimmerman,19,4,12
2025-07-05,24,Anxiety,Doechii,18,9,16
2025-07-05,25,Blue Strips,Jessie Murph,20,15,11
2025-07-05,26,Love Somebody,Morgan Wallen,22,1,36
2025-07-05,27,Weren't For The Wind,Ella Langley,23,23,21
2025-07-05,28,APT.,ROSE & Bruno Mars,25,3,36
2025-07-05,29,30 For 30,SZA With Kendrick Lamar,24,10,27
2025-07-05,30,6 Months Later,Megan Moroney,0,30,1
2025-07-05,31,Undressed,sombr,29,25,12
2025-07-05,32,Good News,Shaboozey,30,30,31
2025-07-05,33,Back To Friends,sombr,31,31,13
2025-07-05,34,20 Cigarettes,Morgan Wallen,32,20,6
2025-07-05,35,That's So True,Gracie Abrams,35,6,36
2025-07-05,36,Backup Plan,Bailey Zimmerman & Luke Combs,45,36,8
2025-07-05,37,Timeless,The Weeknd & Playboi Carti,36,3,39
2025-07-05,38,Burning Blue,Mariah The Scientist,37,25,8
2025-07-05,39,Messy,Lola Young,39,14,30
2025-07-05,40,Sports Car,Tate McRae,33,16,22
2025-07-05,41,I Ain't Coming Back,Morgan Wallen Featuring Post Malone,34,8,10
2025-07-05,42,Superman,Morgan Wallen,41,8,7
2025-07-05,43,Wildflower,Billie Eilish,44,17,54
2025-07-05,44,Shake It To The Max (Fly),"MOLIY, Silent Addy, Skillibeng & Shenseea",47,44,6
2025-07-05,45,No One Noticed,The Marias,46,22,39
2025-07-05,46,TV Off,Kendrick Lamar Featuring Lefty Gunplay,43,2,31
2025-07-05,47,After All The Bars Are Closed,Thomas Rhett,53,47,9
2025-07-05,48,Dark Thoughts,Lil Tecca,38,28,15
2025-07-05,49,Cry For Me,The Weeknd,48,12,21
2025-07-05,50,Somebody Loves Me,PARTYNEXTDOOR & Drake,54,30,19
