Age,Gender,Education Level,Job Title,Years of Experience,Salary,
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
28,Male,Bachelor's Degree,Software Engineer,3,125000,FALSE
26,Female,Master's Degree,Product Manager,2,120000,FALSE
27,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,5,180000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,170000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
28,Male,Bachelor's Degree,Software Engineer,3,125000,FALSE
26,Female,Master's Degree,Product Manager,2,120000,FALSE
27,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,5,180000,FALSE
29,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
32,Male,Bachelor's Degree,Product Manager,7,170000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
25,Female,Master's Degree,Data Analyst,1,100000,FALSE
33,Male,PhD,Data Scientist,8,190000,FALSE
31,Female,Bachelor's Degree,Software Engineer,6,155000,FALSE
28,Male,Master's Degree,Product Manager,3,130000,FALSE
30,Female,Bachelor's Degree,Data Analyst,5,145000,FALSE
27,Male,PhD,Data Scientist,2,115000,FALSE
29,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Bachelor's Degree,Product Manager,9,185000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
31,Female,Master's Degree,Data Scientist,9,195000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
23,Male,Bachelor's Degree,Data Analyst,1,95000,FALSE
32,Female,PhD,Data Scientist,10,193000,FALSE
29,Male,Bachelor's Degree,Software Engineer,6,175000,FALSE
30,Female,Bachelor's Degree,Product Manager,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
31,Female,Master's Degree,Data Scientist,6,180000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Male,Master's Degree,Product Manager,11,198000,FALSE
26,Female,Bachelor's Degree,Data Analyst,3,130000,FALSE
30,Male,PhD,Data Scientist,7,185000,FALSE
27,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Master's Degree,Product Manager,12,196000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
30,Male,Bachelor's Degree,Data Analyst,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
31,Female,PhD,Data Scientist,9,195000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,125000,FALSE
28,Female,Master's Degree,Data Scientist,6,175000,FALSE
30,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,95000,FALSE
31,Male,Master's Degree,Data Scientist,9,195000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
23,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
32,Female,PhD,Data Scientist,10,193000,FALSE
29,Male,Bachelor's Degree,Software Engineer,6,170000,FALSE
30,Female,Bachelor's Degree,Product Manager,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,135000,FALSE
31,Female,Master's Degree,Data Scientist,6,180000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,115000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Male,Master's Degree,Product Manager,11,198000,FALSE
26,Female,Bachelor's Degree,Data Analyst,3,130000,FALSE
30,Male,PhD,Data Scientist,7,185000,FALSE
27,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Master's Degree,Product Manager,12,196000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
30,Male,Bachelor's Degree,Data Analyst,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
31,Female,PhD,Data Scientist,9,195000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
23,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Female,Master's Degree,Data Scientist,4,150000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
24,Female,Bachelor's Degree,Product Manager,3,125000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
31,Male,Master's Degree,Data Scientist,7,180000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Female,Master's Degree,Product Manager,10,195000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
30,Female,PhD,Data Scientist,6,170000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,11,196000,FALSE
23,Male,Bachelor's Degree,Data Analyst,1,92000,FALSE
32,Female,PhD,Data Scientist,9,195000,FALSE
29,Male,Bachelor's Degree,Software Engineer,6,170000,FALSE
30,Female,Bachelor's Degree,Product Manager,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,135000,FALSE
31,Female,Master's Degree,Data Scientist,6,180000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,165000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,95000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,115000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
33,Male,Master's Degree,Product Manager,11,198000,FALSE
26,Female,Bachelor's Degree,Data Analyst,3,130000,FALSE
30,Male,PhD,Data Scientist,7,185000,FALSE
27,Female,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Male,Master's Degree,Product Manager,12,196000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
30,Male,Bachelor's Degree,Data Analyst,5,160000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
31,Female,PhD,Data Scientist,9,195000,FALSE
28,Male,Bachelor's Degree,Software Engineer,5,160000,FALSE
27,Female,Bachelor's Degree,Product Manager,4,150000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
25,Male,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
34,Female,Master's Degree,Product Manager,12,196000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
27,Male,Bachelor's Degree,Software Engineer,4,140000,FALSE
25,Female,Bachelor's Degree,Data Analyst,2,110000,FALSE
30,Female,PhD,Data Scientist,7,185000,FALSE
31,Male,Bachelor's Degree,Data Analyst,9,195000,FALSE
28,Female,Bachelor's Degree,Software Engineer,5,160000,FALSE
26,Male,Bachelor's Degree,Data Analyst,3,130000,FALSE
29,Female,Master's Degree,Data Scientist,6,180000,FALSE
32,Male,Bachelor's Degree,Software Engineer,8,190000,FALSE
33,Female,Master's Degree,Product Manager,11,198000,FALSE
24,Male,Bachelor's Degree,Data Analyst,1,90000,FALSE
